vertical_code,vertical_name,rank,company_name,company_key,acquiring_likelihood_score,confidence,signals,evidence_count,osm_type,osm_id,lat,lon,website,phone,address,source_tags_json
1500-2999,Contracted Services,1,autoXrisafis,autoxrisafis,99,high,"brand,operator,website,phone,opening_hours,address,scheme_support",1,node,8731219748,40.6567094,22.9052453,https://www.autoxrisafis.gr/,+302310526314,Νίκου Καζαντζάκη 6 54628 Μενεμένη,"{""addr:city"": ""\u039c\u03b5\u03bd\u03b5\u03bc\u03ad\u03bd\u03b7"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""54628"", ""addr:street"": ""\u039d\u03af\u03ba\u03bf\u03c5 \u039a\u03b1\u03b6\u03b1\u03bd\u03c4\u03b6\u03ac\u03ba\u03b7"", ""addr:unit"": ""\u03b2"", ""air_conditioning"": ""yes"", ""brand"": ""autoXrisafis"", ""currency:EUR"": ""yes"", ""description"": ""\u03a4\u03bf 1963, \u03c4\u03b7 \u03c7\u03c1\u03bf\u03bd\u03b9\u03ac \u03c4\u03b7\u03c2 \u03af\u03b4\u03c1\u03c5\u03c3\u03ae\u03c2 \u03bc\u03b1\u03c2, \u03c4\u03bf \u03b1\u03c5\u03c4\u03bf\u03ba\u03af\u03bd\u03b7\u03c4\u03bf \u03ae\u03c4\u03b1\u03bd \u03ad\u03bd\u03b1 \u03bc\u03ad\u03c3\u03bf \u03bc\u03b5\u03c4\u03b1\u03c6\u03bf\u03c1\u03ac\u03c2  \u03bc\u03cc\u03bd\u03bf \u03b3\u03b9\u03b1 \u03bb\u03af\u03b3\u03bf\u03c5\u03c2.  \u0391\u03c0\u03cc \u03c4\u03cc\u03c4\u03b5 \u03bc\u03ad\u03c7\u03c1\u03b9 \u03c3\u03ae\u03bc\u03b5\u03c1\u03b1 , \u03c0\u03bf\u03c5 \u03c4\u03bf \u03b1\u03c5\u03c4\u03bf\u03ba\u03af\u03bd\u03b7\u03c4\u03bf \u03ad\u03c7\u03b5\u03b9 \u03b3\u03af\u03bd\u03b5\u03b9 \u03c0\u03bb\u03ad\u03bf\u03bd \u03b1\u03bd\u03b1\u03b3\u03ba\u03b1\u03af\u03bf \u03bc\u03ad\u03c3\u03bf \u03b3\u03b9\u03b1 \u03cc\u03bb\u03bf\u03c5\u03c2, \u03ba\u03b1\u03c4\u03b1\u03c6\u03ad\u03c1\u03b1\u03bc\u03b5 \u03bd\u03b1 \u03c4\u03c1\u03bf\u03c6\u03bf\u03b4\u03bf\u03c4\u03bf\u03cd\u03bc\u03b5 \u03c0\u03c1\u03b1\u03c4\u03ae\u03c1\u03b9\u03b1 \u03c5\u03b3\u03c1\u03ce\u03bd \u03ba\u03b1\u03c5\u03c3\u03af\u03bc\u03c9\u03bd - \u03ba\u03b1\u03c4\u03b1\u03c3\u03c4\u03ae\u03bc\u03b1\u03c4\u03b1 \u03b1\u03be\u03b5\u03c3\u03bf\u03c5\u03ac\u03c1 \u03ba.\u03b1."", ""email"": ""info@autoxrisafis.gr"", ""internet_access"": ""wlan"", ""level"": ""0"", ""name"": ""autoXrisafis"", ""name:el"": ""\u0391\u03c6\u03bf\u03b9 \u03a7\u03c1\u03c5\u03c3\u03ac\u03c6\u03b7 & \u03c3\u03b9\u03b1 \u03bf.\u03b5."", ""name:en"": ""autoXrisafis"", ""opening_hours"": ""Mo-Su 08:30-16:30"", ""operator"": ""\u0391\u03c6\u03bf\u03b9 \u03a7\u03c1\u03c5\u03c3\u03ac\u03c6\u03b7 & \u03c3\u03b9\u03b1 \u03bf.\u03b5."", ""payment:cash"": ""yes"", ""payment:contactless"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:electronic_purses"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+302310526314"", ""ref:vatin"": ""EL091132550"", ""shop"": ""trade"", ""start_date"": ""1963"", ""stroller"": ""yes"", ""trade"": ""auto_accessories"", ""website"": ""https://www.autoxrisafis.gr/"", ""wheelchair"": ""yes""}"
1500-2999,Contracted Services,2,DIOS energy,dios energy,75,high,"operator,website,phone,opening_hours,address",1,node,5319213345,38.0356877,23.7469451,https://diosenergy.gr/,+302118003467,Σαγγαρίου 6 14231 Νέα Ιωνία,"{""addr:city"": ""\u039d\u03ad\u03b1 \u0399\u03c9\u03bd\u03af\u03b1"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""14231"", ""addr:street"": ""\u03a3\u03b1\u03b3\u03b3\u03b1\u03c1\u03af\u03bf\u03c5"", ""craft"": ""electrician"", ""name"": ""DIOS energy"", ""opening_hours"": ""24/7"", ""operator"": ""Damianos Iosifidis"", ""phone"": ""+302118003467"", ""website"": ""https://diosenergy.gr/""}"
1500-2999,Contracted Services,3,Contract Yacht Services,contract yacht services,75,high,"operator,website,phone,opening_hours,address",1,node,5275434971,38.8338596,20.7109567,www.yacht-assist.com,+3002645024443,Πέτρου Φίλιππα Πανάγου 3 31100 lefkada,"{""addr:city"": ""lefkada"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""31100"", ""addr:street"": ""\u03a0\u03ad\u03c4\u03c1\u03bf\u03c5 \u03a6\u03af\u03bb\u03b9\u03c0\u03c0\u03b1 \u03a0\u03b1\u03bd\u03ac\u03b3\u03bf\u03c5"", ""name"": ""Contract Yacht Services"", ""opening_hours"": ""Mo-Fr 09:00-17:00"", ""operator"": ""Contract yacht services"", ""phone"": ""+3002645024443"", ""repair"": ""yes"", ""shop"": ""marine_trade_supplies"", ""website"": ""www.yacht-assist.com""}"
1500-2999,Contracted Services,4,Zesta.gr,zesta gr,73,high,"operator,website,phone,address,corporate_name",1,node,7472981369,35.335593,25.1396563,Zesta.gr,+302810 241241,Τηλέμαχου Πλεύρη 11 71306 Ηράκλειο,"{""addr:city"": ""\u0397\u03c1\u03ac\u03ba\u03bb\u03b5\u03b9\u03bf"", ""addr:country"": ""GR"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""71306"", ""addr:street"": ""\u03a4\u03b7\u03bb\u03ad\u03bc\u03b1\u03c7\u03bf\u03c5 \u03a0\u03bb\u03b5\u03cd\u03c1\u03b7"", ""craft"": ""hvac"", ""email"": ""info@zesta.gr"", ""name"": ""Zesta.gr"", ""operator"": ""\u03a6\u03c1\u03b1\u03b3\u03ba\u03b9\u03b1\u03b4\u03ac\u03ba\u03b7\u03c2"", ""phone"": ""+302810 241241"", ""website"": ""Zesta.gr""}"
1500-2999,Contracted Services,5,ClimaSolutions,climasolutions,67,medium,"operator,website,phone,address",1,node,13516755860,38.0361405,23.6938116,https://climasolutionskalaitzis.gr/,+30 210 2620883,Πετρουπόλεως 91 13121 Ίλιον,"{""addr:city"": ""\u038a\u03bb\u03b9\u03bf\u03bd"", ""addr:housenumber"": ""91"", ""addr:postcode"": ""13121"", ""addr:street"": ""\u03a0\u03b5\u03c4\u03c1\u03bf\u03c5\u03c0\u03cc\u03bb\u03b5\u03c9\u03c2"", ""craft"": ""hvac"", ""fax"": ""+30 210 2620883"", ""name"": ""ClimaSolutions"", ""operator"": ""\u039a\u03b1\u03bb\u03b1\u03ca\u03c4\u03b6\u03ae\u03c2 \u0394\u03b7\u03bc\u03ae\u03c4\u03c1\u03b7\u03c2"", ""phone"": ""+30 210 2620883"", ""website"": ""https://climasolutionskalaitzis.gr/""}"
1500-2999,Contracted Services,6,win2 - Σύμβουλοι Μηχανικοί,win2,65,medium,"website,phone,address,scheme_support",1,node,3203457486,40.5893885,23.0367073,https://www.win2.gr,+30 2310345785,Σαμανίδη 1 552 36 Πανόραμα,"{""addr:city"": ""\u03a0\u03b1\u03bd\u03cc\u03c1\u03b1\u03bc\u03b1"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""552 36"", ""addr:street"": ""\u03a3\u03b1\u03bc\u03b1\u03bd\u03af\u03b4\u03b7"", ""email"": ""info@win2.gr"", ""name"": ""win2 - \u03a3\u03cd\u03bc\u03b2\u03bf\u03c5\u03bb\u03bf\u03b9 \u039c\u03b7\u03c7\u03b1\u03bd\u03b9\u03ba\u03bf\u03af"", ""note"": ""\u03a3\u03c4\u03b1\u03c4\u03b9\u03ba\u03ad\u03c2 \u03bc\u03b5\u03bb\u03ad\u03c4\u03b5\u03c2 - \u0395\u03bd\u03b5\u03c1\u03b3\u03b5\u03b9\u03b1\u03ba\u03ad\u03c2 \u03b5\u03c0\u03b9\u03b8\u03b5\u03c9\u03c1\u03ae\u03c3\u03b5\u03b9\u03c2 - \u03a4\u03b1\u03ba\u03c4\u03bf\u03c0\u03bf\u03af\u03b7\u03c3\u03b7 \u03b1\u03c5\u03b8\u03b1\u03b9\u03c1\u03ad\u03c4\u03c9\u03bd - \u03a0\u03c1\u03bf\u03b3\u03c1\u03ac\u03bc\u03bc\u03b1\u03c4\u03b1 \u03a5\u03c0\u03bf\u03bb\u03bf\u03b3\u03b9\u03c3\u03c4\u03ce\u03bd"", ""office"": ""architect"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:paypal"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+30 2310345785"", ""website"": ""https://www.win2.gr""}"
1500-2999,Contracted Services,7,Climacheap,climacheap,65,medium,"website,phone,opening_hours,address",1,node,8165560342,37.9666762,23.7025371,https://www.climacheap.gr,+302109218824;+306945420012;+306932952032,Χαμοστέρνας 51 17778 Ταύρος,"{""addr:city"": ""\u03a4\u03b1\u03cd\u03c1\u03bf\u03c2"", ""addr:housenumber"": ""51"", ""addr:postcode"": ""17778"", ""addr:street"": ""\u03a7\u03b1\u03bc\u03bf\u03c3\u03c4\u03ad\u03c1\u03bd\u03b1\u03c2"", ""craft"": ""plumber"", ""name"": ""Climacheap"", ""opening_hours"": ""Mo, We, Sa 9:00-15:00; Tu, Th, Fr 9:00-21:00"", ""phone"": ""+302109218824;+306945420012;+306932952032"", ""website"": ""https://www.climacheap.gr""}"
1500-2999,Contracted Services,8,ArchPoint studio,archpoint studio,65,medium,"website,phone,opening_hours,address",1,node,12606945011,40.6373711,22.9389076,https://studioarchpoint.com/,+306970760030,Βηλαρά 1 54625 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""54625"", ""addr:street"": ""\u0392\u03b7\u03bb\u03b1\u03c1\u03ac"", ""description"": ""\u0393\u03c1\u03b1\u03c6\u03b5\u03af\u03bf \u03b5\u03be\u03b5\u03b9\u03b4\u03b9\u03ba\u03b5\u03c5\u03bc\u03ad\u03bd\u03bf\u03c5 \u03c3\u03c7\u03b5\u03b4\u03b9\u03b1\u03c3\u03bc\u03bf\u03cd. \u039a\u03b1\u03c4\u03b1\u03c3\u03ba\u03b5\u03c5\u03ae \u03bc\u03b1\u03ba\u03ad\u03c4\u03b1\u03c2, \u03ba\u03bf\u03c0\u03ae \u03ba\u03b1\u03b9 \u03c7\u03ac\u03c1\u03b1\u03be\u03b7 \u03bc\u03b5 lasercut  \u03ba\u03b1\u03b8\u03ce\u03c2 \u03ba\u03b1\u03b9 \u03c4\u03c1\u03b9\u03c3\u03b4\u03b9\u03ac\u03c3\u03c4\u03b1\u03c4\u03b7 \u03b5\u03ba\u03c4\u03cd\u03c0\u03c9\u03c3\u03b7 (3D printing)."", ""name"": ""ArchPoint studio"", ""office"": ""architect"", ""opening_hours"": ""Mo-Fr 10:00-14:00"", ""phone"": ""+306970760030"", ""website"": ""https://studioarchpoint.com/"", ""wheelchair"": ""limited""}"
1500-2999,Contracted Services,9,apothema.gr,apothema gr,63,medium,"website,phone,address,corporate_name",1,way,549976169,37.9469364,23.7350333,https://www.apothema.gr,2106981831,17235 Δάφνη,"{""addr:city"": ""\u0394\u03ac\u03c6\u03bd\u03b7"", ""addr:country"": ""GR"", ""addr:postcode"": ""17235"", ""building"": ""yes"", ""fax"": ""2106725367"", ""name"": ""apothema.gr"", ""phone"": ""2106981831"", ""shop"": ""trade"", ""trade"": ""yes"", ""website"": ""https://www.apothema.gr""}"
1500-2999,Contracted Services,10,Enertech Systems,enertech systems,63,medium,"brand,website,address",1,node,6822985713,38.0184815,23.7955417,https://www.enertech.gr/,,Κωνσταντίνου Παλαιολόγου 39 Χαλάνδρι,"{""addr:city"": ""\u03a7\u03b1\u03bb\u03ac\u03bd\u03b4\u03c1\u03b9"", ""addr:housenumber"": ""39"", ""addr:street"": ""\u039a\u03c9\u03bd\u03c3\u03c4\u03b1\u03bd\u03c4\u03af\u03bd\u03bf\u03c5 \u03a0\u03b1\u03bb\u03b1\u03b9\u03bf\u03bb\u03cc\u03b3\u03bf\u03c5"", ""brand"": ""Daikin"", ""craft"": ""hvac"", ""level"": ""0"", ""name"": ""Enertech Systems"", ""website"": ""https://www.enertech.gr/""}"
1500-2999,Contracted Services,11,Head,head,62,medium,"operator,website,phone",1,node,12148096079,37.7934234,26.6957566,https://www.2headarchitecture.com,+30 2273 030588,,"{""check_date"": ""2024-08-31"", ""email"": ""2headarchitecture@gmail.com"", ""mobile"": ""+306932308229"", ""name"": ""Head"", ""office"": ""architect"", ""operator"": ""\u03a0\u03ad\u03bd\u03bd\u03c5 \u0393\u03b9\u03b1\u03bd\u03bd\u03ac\u03ba\u03bf\u03c5"", ""phone"": ""+30 2273 030588"", ""website"": ""https://www.2headarchitecture.com""}"
1500-2999,Contracted Services,12,Civilground,civilground,62,medium,"operator,website,phone",1,node,13038838360,38.0126246,23.8182016,https://www.civilground.gr,+302106008526,,"{""contact:phone"": ""+302106008526"", ""contact:website"": ""https://www.civilground.gr"", ""name"": ""Civilground"", ""office"": ""architect"", ""operator"": ""\u039a\u03c9\u03bd\u03c3\u03c4\u03bd\u03b1\u03bd\u03c4\u03af\u03bd\u03bf\u03c2 \u0393. \u039c\u03b1\u03c4\u03c3\u03ac\u03ba\u03b7\u03c2 - \u039c\u03ac\u03bd\u03bf\u03c2 \u039c. \u039c\u03c0\u03cc\u03c4\u03c3\u03b1\u03c1\u03b7\u03c2""}"
1500-2999,Contracted Services,13,TKINOX,tkinox,60,medium,"website,phone,opening_hours",1,node,13374735299,37.9469388,23.6458511,http://www.tkinox.gr/,+30 2104100444,,"{""name"": ""TKINOX"", ""opening_hours"": ""Mo,We 08:00-16:00; Tu,Th,Fr 08:00-20:00; Sa 08:00-15:00; Su off; PH off"", ""phone"": ""+30 2104100444"", ""shop"": ""trade"", ""trade"": ""catering_supplies"", ""website"": ""http://www.tkinox.gr/""}"
1500-2999,Contracted Services,14,Systems Dynamics,systems dynamics,60,medium,"website,phone,opening_hours",1,node,7475445510,37.7793541,20.8852673,https://www.lesd.gr/,+30 2695100796,,"{""name"": ""Systems Dynamics"", ""office"": ""architect"", ""opening_hours"": ""Mo-Fr 08:00-16:00"", ""phone"": ""+30 2695100796"", ""website"": ""https://www.lesd.gr/""}"
1500-2999,Contracted Services,15,METE SYSM S.A,mete sysm s a,60,medium,"website,phone,opening_hours",1,node,8224950251,40.5407101,23.019333,https://metesysm.gr/,+30 2310 402 300,,"{""name"": ""METE SYSM S.A"", ""office"": ""architect"", ""opening_hours"": ""Mo-Su 09:00-17:00"", ""phone"": ""+30 2310 402 300"", ""website"": ""https://metesysm.gr/""}"
1500-2999,Contracted Services,16,konstantakopoulos,konstantakopoulos,57,medium,"website,phone,address",1,node,9510850939,38.0127355,23.7351006,https://konstantakopoulos-ydravlika.gr,+30 21 0228 6854,Πατησίων 273,"{""addr:housenumber"": ""273"", ""addr:street"": ""\u03a0\u03b1\u03c4\u03b7\u03c3\u03af\u03c9\u03bd"", ""check_date"": ""2025-12-19"", ""craft"": ""plumber"", ""name"": ""konstantakopoulos"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+30 21 0228 6854"", ""website"": ""https://konstantakopoulos-ydravlika.gr"", ""wheelchair"": ""yes""}"
1500-2999,Contracted Services,17,cohenstudio.architecture,cohenstudio architecture,57,medium,"website,phone,address",1,node,8826749725,37.9853049,23.744455,www.studio12.gr,+302106430266,Αποκαύκων 21 11471 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""11471"", ""addr:street"": ""\u0391\u03c0\u03bf\u03ba\u03b1\u03cd\u03ba\u03c9\u03bd"", ""name"": ""cohenstudio.architecture"", ""office"": ""architect"", ""phone"": ""+302106430266"", ""website"": ""www.studio12.gr""}"
1500-2999,Contracted Services,18,Wirecom | Συστήματα Ασφαλείας & Ηλεκτρολογικές Εργασίες,wirecom,57,medium,"website,phone,address",1,node,13473685915,37.985736,23.631245,https://wirecom.gr/,+30 2110018424,Γκούρα Ι. 120 18452 Νίκαια,"{""addr:city"": ""\u039d\u03af\u03ba\u03b1\u03b9\u03b1"", ""addr:housenumber"": ""120"", ""addr:postcode"": ""18452"", ""addr:street"": ""\u0393\u03ba\u03bf\u03cd\u03c1\u03b1 \u0399."", ""craft"": ""electrician"", ""name"": ""Wirecom | \u03a3\u03c5\u03c3\u03c4\u03ae\u03bc\u03b1\u03c4\u03b1 \u0391\u03c3\u03c6\u03b1\u03bb\u03b5\u03af\u03b1\u03c2 & \u0397\u03bb\u03b5\u03ba\u03c4\u03c1\u03bf\u03bb\u03bf\u03b3\u03b9\u03ba\u03ad\u03c2 \u0395\u03c1\u03b3\u03b1\u03c3\u03af\u03b5\u03c2"", ""phone"": ""+30 2110018424"", ""website"": ""https://wirecom.gr/""}"
1500-2999,Contracted Services,19,Kappa Ceramica,kappa ceramica,55,medium,"website,opening_hours,address",1,node,13759322201,40.9032373,22.9096902,https://kappaceramica.gr/,,Παλιά Εθνική Θεσσαλονίκης - Κιλκίς 61100,"{""addr:postcode"": ""61100"", ""addr:street"": ""\u03a0\u03b1\u03bb\u03b9\u03ac \u0395\u03b8\u03bd\u03b9\u03ba\u03ae \u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7\u03c2 - \u039a\u03b9\u03bb\u03ba\u03af\u03c2"", ""check_date"": ""2026-04-24"", ""check_date:opening_hours"": ""2026-04-24"", ""name"": ""Kappa Ceramica"", ""opening_hours"": ""Mo-Su 07:00-19:00"", ""shop"": ""trade"", ""website"": ""https://kappaceramica.gr/""}"
1500-2999,Contracted Services,20,Grammatech,grammatech,55,medium,"website,opening_hours,address",1,node,13371345806,37.9636625,23.7072947,https://www.grammashop.gr/,,Κλειτομήδους 18 17676,"{""addr:housenumber"": ""18"", ""addr:postcode"": ""17676"", ""addr:street"": ""\u039a\u03bb\u03b5\u03b9\u03c4\u03bf\u03bc\u03ae\u03b4\u03bf\u03c5\u03c2"", ""email"": ""info@grammashop.gr"", ""name"": ""Grammatech"", ""opening_hours"": ""Mo-Fr 09:00-17:00"", ""shop"": ""trade"", ""website"": ""https://www.grammashop.gr/""}"
1500-2999,Contracted Services,21,Geroulis building materials,geroulis building materials,53,medium,"phone,opening_hours,address",1,node,12861078678,38.6294453,20.6255467,,+302645031655,Νυδρίου - Βασιλικής 31082 vasiliki,"{""addr:city"": ""vasiliki"", ""addr:postcode"": ""31082"", ""addr:street"": ""\u039d\u03c5\u03b4\u03c1\u03af\u03bf\u03c5 - \u0392\u03b1\u03c3\u03b9\u03bb\u03b9\u03ba\u03ae\u03c2"", ""name"": ""Geroulis building materials"", ""opening_hours"": ""Mo-Su 08:00-16:00"", ""phone"": ""+302645031655"", ""shop"": ""trade"", ""trade"": ""building_materials""}"
1500-2999,Contracted Services,22,Vasartis,vasartis,52,medium,"website,phone",1,node,13555965899,38.0178901,23.8032212,http://www.vasartis.com,+302106836833,,"{""contact:email"": ""info@vasartis.com"", ""contact:phone"": ""+302106836833"", ""contact:website"": ""http://www.vasartis.com"", ""level"": ""1"", ""name"": ""Vasartis"", ""office"": ""architect""}"
1500-2999,Contracted Services,23,Michael E. Fytros Woodworks,michael e fytros woodworks,52,medium,"website,phone",1,node,11794043802,37.936677,23.7419288,https://www.mfytros.gr/,+30 210 9710248,,"{""craft"": ""carpenter"", ""email"": ""info@mfytros.gr"", ""mobile"": ""+30 6932 445930"", ""name"": ""Michael E. Fytros Woodworks"", ""phone"": ""+30 210 9710248"", ""website"": ""https://www.mfytros.gr/""}"
1500-2999,Contracted Services,24,Maltezos,maltezos,52,medium,"website,phone",1,node,6950045041,38.0412149,23.7494783,https://www.iliaka.gr/,+302102798017,,"{""check_date"": ""2025-10-09"", ""craft"": ""plumber"", ""name"": ""Maltezos"", ""name:el"": ""\u039c\u03b1\u03bb\u03c4\u03ad\u03b6\u03bf\u03c2"", ""phone"": ""+302102798017"", ""website"": ""https://www.iliaka.gr/""}"
1500-2999,Contracted Services,25,Laourakis Constructions,laourakis constructions,52,medium,"website,phone",1,node,13439845372,38.0133427,23.8186769,http://www.laourakis.gr,+302106018410,,"{""contact:phone"": ""+302106018410"", ""contact:website"": ""http://www.laourakis.gr"", ""level"": ""1"", ""name"": ""Laourakis Constructions"", ""office"": ""architect""}"
1500-2999,Contracted Services,26,Gap180 Architects,gap180 architects,52,medium,"website,phone",1,node,9810764696,39.6709313,20.8498314,http://www.gap180.gr,+30 2651 036156,,"{""name"": ""Gap180 Architects"", ""office"": ""architect"", ""phone"": ""+30 2651 036156"", ""website"": ""http://www.gap180.gr""}"
1500-2999,Contracted Services,27,ConDuct,conduct,52,medium,"website,phone",1,node,11280424957,40.565949,22.9774578,https://conduct.gr,+30 2310 320 885,,"{""addr:full"": ""\u03a0\u03bf\u03c3\u03b5\u03b9\u03b4\u03ce\u03bd\u03bf\u03c2 91"", ""craft"": ""hvac"", ""email"": ""info@conduct.gr"", ""name"": ""ConDuct"", ""phone"": ""+30 2310 320 885"", ""website"": ""https://conduct.gr""}"
1500-2999,Contracted Services,28,CityGas,citygas,52,medium,"website,phone",1,node,13148807960,38.0123054,23.8148257,https://www.citygas.gr/,+302106000631,,"{""craft"": ""hvac"", ""name"": ""CityGas"", ""phone"": ""+302106000631"", ""website"": ""https://www.citygas.gr/""}"
1500-2999,Contracted Services,29,Buildex,buildex,52,medium,"website,phone",1,node,13624725382,37.9502664,23.7347886,http://www.buildex.gr,+302109712235,,"{""contact:email"": ""info@buildex.gr"", ""contact:phone"": ""+302109712235"", ""contact:website"": ""http://www.buildex.gr"", ""name"": ""Buildex"", ""office"": ""architect""}"
1500-2999,Contracted Services,30,Topographer,topographer,50,medium,"operator,phone",1,way,1480587219,35.5185818,23.8630282,,28210 41424;6976838583,,"{""building"": ""yes"", ""name"": ""Topographer"", ""office"": ""architect"", ""operator"": ""Mavrakakis Giorgos"", ""phone"": ""28210 41424;6976838583""}"
1500-2999,Contracted Services,31,Carpenter - Stavrakoudis Christos,carpenter stavrakoudis christos,50,medium,"operator,phone",1,node,12825910567,41.4194818,26.2228298,,2553051065,,"{""craft"": ""carpenter"", ""name"": ""Carpenter - Stavrakoudis Christos"", ""name:el"": ""\u039e\u03c5\u03bb\u03bf\u03c5\u03c1\u03b3\u03b5\u03af\u03bf - \u03a3\u03c4\u03b1\u03c5\u03c1\u03b1\u03ba\u03bf\u03cd\u03b4\u03b7\u03c2 \u03a7\u03c1\u03ae\u03c3\u03c4\u03bf\u03c2"", ""operator"": ""Stavrakoudis Christos"", ""phone"": ""2553051065""}"
1500-2999,Contracted Services,32,Mtenergy,mtenergy,48,low,"phone,opening_hours",1,node,9519584461,37.9999196,23.7391857,,+302121072214,,"{""craft"": ""electrician"", ""name"": ""Mtenergy"", ""opening_hours"": ""Mo-Fr 10:00-16:00; Sa 10:00-14:00"", ""phone"": ""+302121072214""}"
1500-2999,Contracted Services,33,Terra Nuova,terra nuova,47,low,"website,address",1,node,4131004716,41.15137,24.1499655,https://www.maketa-trains.gr/,,Φωκίωνος 17,"{""addr:housenumber"": ""17"", ""addr:street"": ""\u03a6\u03c9\u03ba\u03af\u03c9\u03bd\u03bf\u03c2"", ""craft"": ""painter"", ""name"": ""Terra Nuova"", ""website"": ""https://www.maketa-trains.gr/""}"
1500-2999,Contracted Services,34,Exarhopoulos,exarhopoulos,47,low,"website,address",1,node,10744998652,39.6331208,22.4274513,http://exarhopoulos.gr/,,Ηρώων Πολυτεχνείου 163 Λάρισα,"{""addr:city"": ""\u039b\u03ac\u03c1\u03b9\u03c3\u03b1"", ""addr:housenumber"": ""163"", ""addr:street"": ""\u0397\u03c1\u03ce\u03c9\u03bd \u03a0\u03bf\u03bb\u03c5\u03c4\u03b5\u03c7\u03bd\u03b5\u03af\u03bf\u03c5"", ""name"": ""Exarhopoulos"", ""shop"": ""trade"", ""trade"": ""plumbing"", ""website"": ""http://exarhopoulos.gr/""}"
1500-2999,Contracted Services,35,Ecoville,ecoville,47,low,"website,address",1,way,394247136,37.9471922,23.6875174,http://ecoville.gr,,Ελευθερίου Βενιζέλου 290 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:housenumber"": ""290"", ""addr:street"": ""\u0395\u03bb\u03b5\u03c5\u03b8\u03b5\u03c1\u03af\u03bf\u03c5 \u0392\u03b5\u03bd\u03b9\u03b6\u03ad\u03bb\u03bf\u03c5"", ""building"": ""yes"", ""name"": ""Ecoville"", ""shop"": ""trade"", ""trade"": ""wood"", ""website"": ""http://ecoville.gr""}"
1500-2999,Contracted Services,36,Archkt,archkt,47,low,"website,address",1,node,12886369878,40.597518,22.9579854,https://www.archkt.gr/,,Κρήτης 70 54646 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""70"", ""addr:postcode"": ""54646"", ""addr:street"": ""\u039a\u03c1\u03ae\u03c4\u03b7\u03c2"", ""full_name"": ""Archkt Business & Construction"", ""name"": ""Archkt"", ""office"": ""architect"", ""website"": ""https://www.archkt.gr/""}"
1500-2999,Contracted Services,37,Air 2 Air,air 2 air,47,low,"website,address",1,node,3980677013,37.959039,23.6967242,https://www.air2air.gr/,,Σαλαμίνος 78 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:housenumber"": ""78"", ""addr:street"": ""\u03a3\u03b1\u03bb\u03b1\u03bc\u03af\u03bd\u03bf\u03c2"", ""craft"": ""hvac"", ""name"": ""Air 2 Air"", ""website"": ""https://www.air2air.gr/""}"
1500-2999,Contracted Services,38,4 mam,4 mam,47,low,"website,address",1,node,3972810382,37.9472547,23.6848176,https://www.4mam.com.gr/,,Παναγή Τσαλδάρη 421 17675 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""421"", ""addr:postcode"": ""17675"", ""addr:street"": ""\u03a0\u03b1\u03bd\u03b1\u03b3\u03ae \u03a4\u03c3\u03b1\u03bb\u03b4\u03ac\u03c1\u03b7"", ""name"": ""4 mam"", ""shop"": ""trade"", ""trade"": ""food"", ""website"": ""https://www.4mam.com.gr/""}"
1500-2999,Contracted Services,39,EnviroClima,enviroclima,46,low,brand,1,node,13285899439,38.0006844,23.7873119,,,,"{""brand"": ""Daikin"", ""craft"": ""hvac"", ""name"": ""EnviroClima""}"
